"","num","A_Sales_Year","A_Sales_Value"
"709","50468300","10/22/2002","$463,000"
"710","50468300","08/21/2001","$42,750"
"711","50468310","11/08/2002","$0"
"712","50468310","08/09/2002","$57,500"
"713","50468310","01/31/1996","$0"
"714","50468320","06/21/2003","$125,000"
"715","50468320","12/23/1997","$0"
"716","50468320","08/28/1996","$79,000"
"717","50468330","07/15/2008","$178,000"
"718","50468330","07/02/2003","$111,000"
"719","50468330","03/28/2003","$92,500"
"720","50468330","03/19/1999","$14,400"
"721","50468340","05/22/2020","$221,000"
"722","50468340","01/28/2019","$167,000"
"723","50468340","01/27/2012","$100,000"
"724","50468340","08/04/2005","$225,000"
"725","50468340","07/10/2003","$93,900"
"726","50468340","05/24/1985","$0"
"727","50468350","02/26/2024","$360,000"
"728","50468350","02/01/2019","$275,000"
"729","50468350","06/21/1985","$84,900"
"730","50468350","09/26/1984","$0"
"731","50468360","10/10/2002","$104,000"
"732","50468360","08/31/1989","$86,000"
"733","50468360","01/01/1942","$72,200"
"734","50468370","11/05/2009","$145,000"
"735","50468370","01/02/2009","$0"
"736","50468370","10/20/2003","$0"
"737","50468370","05/30/1985","$64,000"
"738","50468370","09/26/1984","$0"
"739","50468380","08/28/2010","$0"
"740","50468380","11/25/2002","$83,000"
"741","50468380","05/09/1985","$80,500"
"742","50468380","09/26/1984","$0"
"743","50468390","04/02/2025","$259,000"
"744","50468390","08/30/2013","$0"
"745","50468390","08/30/2013","$152,000"
"746","50468390","06/07/2013","$148,500"
"747","50468390","09/20/2012","$117,725"
"748","50468390","10/10/2006","$250,000"
"749","50468390","10/10/2006","$39,400"
"750","50468390","11/20/1997","$0"
"751","50468390","07/12/1985","$72,200"
"752","50468390","09/26/1984","$0"
"753","50468400","03/30/2021","$215,000"
"754","50468400","04/25/2012","$0"
"755","50468400","04/25/2012","$105,000"
"756","50468400","06/23/2006","$203,750"
"757","50468400","05/13/2005","$176,000"
"758","50468400","09/12/2003","$97,000"
"759","50468400","04/09/2002","$57,500"
"760","50468410","09/09/2005","$213,000"
"761","50468410","08/25/2003","$96,500"
"762","50468410","06/14/2003","$0"
"763","50468420","08/27/2024","$292,500"
"764","50468420","06/21/2021","$0"
"765","50468420","07/06/2017","$199,000"
"766","50468420","01/23/2015","$169,900"
"767","50468420","06/11/1985","$76,500"
"768","50468420","09/26/1984","$0"
"769","50468430","12/28/2015","$0"
"770","50468430","05/23/2014","$193,750"
"771","50468430","09/24/2003","$129,000"
"772","50468430","09/23/1985","$39,900"
"773","50468430","04/30/1985","$76,000"
"774","50468440","08/12/2022","$220,000"
"775","50468440","09/26/2014","$105,000"
"776","50468440","04/05/2001","$52,000"
"777","50468440","04/26/1985","$63,000"
"778","50468440","09/26/1984","$0"
"779","50468450","05/13/2005","$197,000"
"780","50468450","04/30/1996","$0"
"781","50468450","06/20/1985","$61,740"
"782","50468460","05/02/2003","$82,500"
"783","50468460","06/27/1985","$80,900"
"784","50468460","09/26/1984","$0"
"785","50468470","08/11/2005","$278,000"
"786","50468470","02/27/2003","$0"
"787","50468470","06/28/2002","$98,000"
"788","50468480","07/18/2003","$95,000"
"789","50468480","08/20/2002","$58,500"
"790","50468480","05/23/1985","$63,000"
"791","50468490","10/22/2014","$178,000"
"792","50468490","07/28/2009","$173,000"
"793","50468490","03/19/2004","$155,000"
"794","50468490","09/26/2003","$95,000"
"795","50468490","04/21/1988","$0"
"796","50468500","06/15/2011","$120,000"
"797","50468500","10/01/2010","$245,845"
"798","50468500","09/10/2001","$0"
"799","50468500","08/28/2001","$99,000"
"800","50468500","05/05/1992","$89,500"
"801","50468510","12/21/2018","$160,000"
"802","50468510","10/05/2012","$110,000"
"803","50468510","07/22/2011","$115,200"
"804","50468510","10/25/2005","$0"
"805","50468510","08/31/1989","$72,000"
"806","50468510","05/02/1989","$54,600"
"807","50468510","06/14/1985","$61,750"
"808","50468520","05/11/2005","$220,000"
"809","50468520","08/28/1989","$82,000"
"810","50468520","05/14/1985","$77,600"
"811","50468530","01/11/2021","$223,000"
"812","50468530","05/25/2016","$175,000"
"813","50468530","07/07/2011","$137,000"
"814","50468530","09/18/2009","$0"
"815","50468530","09/05/2000","$347,775"
"816","50468530","05/11/2000","$41,250"
"817","50468530","06/21/1985","$78,375"
"818","50468540","05/17/2016","$133,000"
"819","50468540","04/15/2005","$191,050"
"820","50468540","08/28/1989","$72,000"
"821","50468540","05/02/1989","$50,400"
"822","50468550","04/27/2009","$158,397"
"823","50468550","07/25/2008","$174,704"
"824","50468550","05/27/2005","$197,000"
"825","50468550","05/13/2005","$197,000"
"826","50468550","04/30/1996","$0"
"827","50468560","09/27/2006","$260,000"
"828","50468560","09/19/2003","$136,500"
"829","50468560","06/13/1985","$78,000"
"830","50468560","09/26/1984","$0"
"831","50468570","09/30/2013","$177,000"
"832","50468570","04/29/2010","$181,500"
"833","50468570","01/02/2009","$153,000"
"834","50468570","09/12/2008","$160,000"
"835","50468570","08/27/2004","$161,195"
"836","50468570","06/24/1985","$80,500"
"837","50468570","09/26/1984","$0"
"838","50468580","04/11/2005","$183,000"
"839","50468580","01/07/2004","$100,000"
"840","50468580","12/15/2000","$47,500"
"841","50468590","03/14/2019","$150,100"
"842","50468590","01/16/2019","$135,915"
"843","50468590","08/29/2005","$225,000"
"844","50468590","07/03/2002","$60,000"
"845","50468590","06/25/1985","$0"
"846","50468600","05/16/1985","$81,242"
"847","50468600","09/26/1984","$0"
"848","50468610","05/16/2023","$230,000"
"849","50468610","08/17/2022","$257,705"
"850","50468610","08/31/2005","$240,000"
"851","50468610","10/25/1990","$91,000"
"852","50468610","05/10/1985","$79,282"
"853","50468620","10/04/2001","$47,050"
"854","50468620","08/01/1999","$0"
"855","50468620","11/30/1990","$79,000"
"856","50468630","12/28/2010","$0"
"857","50468630","11/03/2010","$140,000"
"858","50468630","06/18/2010","$159,916"
"859","50468630","01/31/2005","$213,000"
"860","50468630","01/11/2002","$0"
"861","50468630","09/24/1998","$30,050"
"862","50468640","02/24/2023","$359,900"
"863","50468640","01/27/2021","$339,900"
"864","50468640","03/03/2017","$285,000"
"865","50468640","04/14/2016","$175,000"
"866","50468640","11/11/2015","$182,750"
"867","50468640","06/16/2005","$200,000"
"868","50468640","02/03/1993","$0"
"869","50468640","05/30/1985","$83,202"
"870","50468650","10/09/2019","$195,000"
"871","50468650","09/16/2013","$105,000"
"872","50468650","09/18/2009","$0"
"873","50468650","09/05/2000","$347,775"
"874","50468650","05/11/2000","$32,250"
"875","50468650","06/21/1985","$61,750"
"876","50468660","11/22/2019","$260,000"
"877","50468660","09/16/2013","$125,000"
"878","50468660","09/18/2009","$0"
"879","50468660","09/05/2000","$347,775"
"880","50468660","02/11/2000","$30,000"
"881","50468660","06/18/1985","$80,500"
"882","50468670","09/24/2004","$181,000"
"883","50468670","04/20/2004","$155,000"
"884","50468670","03/04/2004","$143,000"
"885","50468680","01/10/2024","$235,000"
"886","50468680","09/02/2022","$200,000"
"887","50468680","07/01/2005","$215,000"
"888","50468680","10/09/2003","$91,500"
"889","50468680","10/09/2003","$0"
"890","50468690","06/16/2022","$199,876"
"891","50468690","08/04/2021","$206,000"
"892","50468690","08/29/2007","$185,000"
"893","50468690","08/13/2004","$150,000"
"894","50468690","09/21/1993","$0"
"895","50468690","06/29/1992","$57,450"
"896","50468700","05/11/2004","$0"
"897","50468700","01/29/2003","$114,900"
"898","50468700","12/02/2002","$90,200"
"899","50468710","03/14/2025","$320,000"
"900","50468710","10/27/2017","$199,400"
"901","50468710","07/15/2003","$135,000"
"902","50468710","07/11/2002","$80,000"
"903","50468710","06/24/2002","$72,000"
"904","50468720","11/23/2020","$184,321"
"905","50468720","04/22/2020","$170,000"
"906","50468720","02/06/2017","$140,000"
"907","50468720","10/24/2016","$131,458"
"908","50468720","02/09/2005","$169,000"
"909","50468720","10/27/2004","$140,000"
"910","50468720","11/04/2003","$0"
"911","50468730","05/22/2024","$235,000"
"912","50468730","08/20/2018","$159,000"
"913","50468730","08/30/2012","$107,000"
"914","50468730","06/03/2005","$205,000"
"915","50468730","05/17/1999","$29,000"
"916","50468730","06/15/1990","$67,000"
"917","50468740","03/18/2019","$225,000"
"918","50468740","05/24/2012","$144,000"
"919","50468740","04/11/2007","$0"
"920","50468740","07/15/2004","$180,000"
"921","50468740","09/05/2000","$347,775"
"922","50468740","05/11/2000","$34,500"
"923","50468750","04/08/2016","$200,000"
"924","50468750","08/22/2002","$58,750"
"925","50468750","07/28/1987","$87,500"
"926","50468750","02/04/1987","$63,600"
"927","50468760","05/04/2021","$216,500"
"928","50468760","08/06/2018","$154,000"
"929","50468760","05/24/2012","$107,000"
"930","50468760","07/15/1985","$72,500"
"931","50468760","09/26/1984","$0"
"932","50468770","01/13/2022","$291,000"
"933","50468770","06/07/2017","$210,000"
"934","50468770","08/27/2009","$0"
"935","50468770","10/07/2008","$0"
"936","50468770","07/23/2008","$171,000"
"937","50468770","05/08/2008","$212,000"
"938","50468770","12/30/2006","$0"
"939","50468770","09/26/2006","$252,500"
"940","50468770","02/04/2005","$204,000"
"941","50468770","06/24/2002","$72,000"
"942","50468770","03/06/2000","$0"
"943","50468780","12/11/2002","$110,000"
"944","50468780","04/20/1999","$40,000"
"945","50468780","12/01/1994","$40,350"
"946","50468790","04/29/1998","$36,000"
"947","50468790","08/18/1997","$29,400"
"948","50468790","07/31/1991","$67,000"
"949","50468800","08/27/2002","$106,500"
"950","50468800","11/08/2001","$95,000"
"951","50468800","04/26/1985","$80,000"
"952","50468810","06/30/2020","$225,500"
"953","50468810","10/18/2007","$203,000"
"954","50468810","07/30/2004","$160,000"
"955","50468810","06/07/1985","$71,500"
"956","50468810","09/26/1984","$0"
"957","50468820","08/17/2004","$162,000"
"958","50468820","02/21/2003","$80,000"
"959","50468820","05/24/1985","$62,700"
"960","50468830","03/31/2005","$184,000"
"961","50468830","05/01/1985","$63,700"
"962","50468830","09/26/1984","$0"
"963","50468840","09/22/2008","$158,000"
"964","50468840","08/21/2008","$146,814"
"965","50468840","08/11/2006","$0"
"966","50468840","08/11/2006","$259,900"
"967","50468840","06/25/2001","$56,000"
"968","50468840","06/26/1985","$77,397"
"969","50468840","09/26/1984","$0"
"970","50468850","03/13/2025","$0"
"971","50468850","05/02/1985","$71,500"
"972","50468850","09/26/1984","$0"
"973","50468860","07/14/2023","$228,000"
"974","50468860","12/03/2004","$165,000"
"975","50468860","10/19/2004","$154,000"
"976","50468860","12/15/1987","$73,500"
"977","50468870","04/29/2005","$191,700"
"978","50468870","05/01/1985","$64,582"
"979","50468870","09/26/1984","$0"
"980","50468880","07/31/2007","$234,900"
"981","50468880","05/21/1999","$35,500"
"982","50468880","09/16/1998","$29,450"
"983","50468880","03/14/1990","$75,000"
"984","50468890","05/16/1985","$72,422"
"985","50468890","09/26/1984","$0"
"986","50468900","08/21/2024","$0"
"987","50468900","09/29/2020","$242,000"
"988","50468900","05/27/2005","$205,500"
"989","50468900","04/30/1985","$63,900"
"990","50468900","09/26/1984","$0"
"991","50468910","07/29/2024","$265,000"
"992","50468910","08/25/2005","$200,000"
"993","50468910","04/29/1985","$64,680"
"994","50468910","09/26/1984","$0"
"995","50468920","09/28/2017","$0"
"996","50468920","09/22/2015","$180,000"
"997","50468920","02/20/2015","$153,850"
"998","50468920","09/26/2006","$249,000"
"999","50468920","01/07/1999","$0"
"1000","50468920","05/21/1997","$70,000"
"1001","50468920","10/26/1993","$92,500"
"1002","50468930","10/18/2004","$163,639"
"1003","50468930","08/22/2002","$60,000"
"1004","50468930","06/25/1985","$63,050"
"1005","50468940","07/12/2017","$130,000"
"1006","50468940","03/28/2006","$218,000"
"1007","50468940","03/19/2004","$133,500"
"1008","50468940","10/16/1998","$32,000"
"1009","50468940","11/05/1996","$230,000"
"1010","50468950","04/06/2002","$67,000"
"1011","50468950","04/06/2002","$67,000"
"1012","50468950","06/18/1985","$78,890"
"1013","50468960","01/10/2005","$161,500"
"1014","50468960","12/03/2003","$76,500"
"1015","50468960","12/27/1989","$0"
"1016","50468970","05/04/2020","$202,000"
"1017","50468970","07/26/2017","$0"
"1018","50468970","04/30/2004","$158,000"
"1019","50468970","11/18/2003","$121,000"
"1020","50468970","12/05/2000","$45,000"
"1021","50468980","05/15/2003","$81,000"
"1022","50468980","06/27/1985","$69,825"
"1023","50468980","09/26/1984","$0"
"1024","50468990","08/11/2004","$0"
"1025","50468990","07/24/2002","$0"
"1026","50468990","05/24/1985","$80,500"
"1027","50469000","08/07/2024","$226,500"
"1028","50469000","06/02/2021","$209,900"
"1029","50469000","10/02/2007","$186,000"
"1030","50469000","04/11/2005","$185,000"
"1031","50469000","10/22/2002","$463,000"
"1032","50469000","04/09/2002","$57,500"
"1033","50469010","06/02/2017","$143,000"
"1034","50469010","03/01/2017","$95,000"
"1035","50469010","05/28/2004","$0"
"1036","50469010","05/13/1985","$65,900"
"1037","50469010","09/26/1984","$0"
"1038","50469020","08/27/2018","$0"
"1039","50469020","03/23/2012","$120,000"
"1040","50469020","12/29/1995","$65,000"
"1041","50469020","04/30/1990","$68,500"
"1042","50469030","09/26/2023","$289,000"
"1043","50469030","06/24/2013","$142,000"
"1044","50469030","10/08/2004","$207,500"
"1045","50469030","10/07/2002","$110,000"
"1046","50469030","10/29/1990","$85,000"
"1047","50469040","05/29/2019","$163,000"
"1048","50469040","05/24/2005","$197,500"
"1049","50469040","08/30/2002","$62,000"
"1050","50469040","05/02/1985","$0"
"1051","50227240","03/04/2016","$495,000"
"1052","50227240","11/20/2008","$483,000"
"1053","50227240","08/23/1999","$164,000"
"1054","50227240","05/30/1996","$149,000"
"1055","50227240","06/22/1988","$136,000"
"1056","50227250","10/07/1998","$0"
"1057","50227250","10/16/1989","$158,500"
"1058","50227250","09/04/1987","$122,000"
"1059","50213000","08/08/2012","$0"
"1060","50213000","05/12/1986","$0"
"1061","50213000","08/26/1977","$0"
"1062","50213000","02/14/1976","$0"
"1063","50227260","03/21/1997","$0"
"1064","50227260","07/28/1978","$60,000"
"1065","50227260","04/19/1978","$0"
"1066","50227270","12/04/2018","$445,000"
"1067","50227270","06/15/2015","$415,000"
"1068","50227270","03/29/2013","$355,000"
"1069","50227270","02/23/2010","$399,000"
"1070","50227270","10/03/2005","$0"
"1071","50227270","04/30/2003","$286,000"
"1072","50227270","08/28/1978","$60,000"
"1073","50227280","09/07/2023","$575,777"
"1074","50227280","11/04/2019","$0"
"1075","50227280","11/04/2019","$0"
"1076","50227280","12/29/2017","$415,000"
"1077","50227280","11/09/2010","$0"
"1078","50227280","12/20/2006","$0"
"1079","50227280","08/10/2005","$460,000"
"1080","50227280","04/25/2002","$260,500"
"1081","50227280","06/24/1997","$0"
"1082","50227290","11/01/1982","$0"
"1083","50227290","07/31/1978","$61,000"
"1084","50227290","04/19/1978","$0"
"1085","50227300","08/14/2017","$412,000"
"1086","50227300","04/29/1999","$134,900"
"1087","50227300","07/31/1986","$95,500"
"1088","50227300","09/07/1984","$78,400"
"1089","50227320","03/28/2011","$0"
"1090","50227320","07/26/2007","$0"
"1091","50227320","06/27/1978","$49,950"
"1092","50227320","04/19/1978","$0"
"1093","50227310","05/24/2024","$385,000"
"1094","50227310","05/28/2013","$299,900"
"1095","50227310","04/26/2007","$309,900"
"1096","50227310","11/01/2002","$200,000"
"1097","50227310","03/14/1996","$0"
"1098","50227310","07/10/1978","$38,500"
"1099","50227330","01/27/2025","$0"
"1100","50227330","10/21/1992","$0"
"1101","50227330","09/21/1978","$36,500"
"1102","50227330","04/19/1978","$0"
"1103","50227340","09/01/2020","$497,000"
"1104","50227340","03/12/2019","$436,000"
"1105","50227340","05/07/2004","$375,000"
"1106","50227340","06/01/1989","$130,000"
"1107","50227340","08/04/1986","$112,000"
"1108","50227350","04/28/2020","$495,500"
"1109","50227350","07/24/1991","$162,900"
"1110","50227350","03/30/1987","$114,000"
"1111","50227350","01/13/1986","$93,000"
"1112","50225910","11/03/2006","$380,000"
"1113","50225910","04/08/2004","$312,000"
"1114","50225910","09/08/1994","$129,000"
"1115","50225910","08/26/1988","$136,500"
